"","Term","Overlap","P-value","Adjusted P-value","Old P-value","Old Adjusted P-value","Odds Ratio","Combined Score","Genes","Source_Sheet","Source_DB"
"14","Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP3932","2/303","7.6765042962079833E-3","1.4804686856972539E-2","0","0","18.690080683436165","91.013048782678965","SLC2A1;SLC2A3","Lactate-Shuttle","wikipathways"
"15","Nuclear Receptors Meta-Pathway WP2882","2/319","8.4782519857504752E-3","1.5260853574350856E-2","0","0","17.732311852185671","84.587578064722337","SLC2A1;SLC2A3","Lactate-Shuttle","wikipathways"
"16","Urea cycle and associated pathways WP4595","1/24","1.0750337464808102E-2","1.7074065385283454E-2","0","0","108.52173913043478","491.90930693624915","LDHB","Lactate-Shuttle","wikipathways"
"17","NAD Metabolism in Oncogene-Induced Senescence and Mitochondrial Dysfunction-Associated Senescence WP5046","1/24","1.0750337464808102E-2","1.7074065385283454E-2","0","0","108.52173913043478","491.90930693624915","SLC2A1","Lactate-Shuttle","wikipathways"
"18","Type 2 papillary renal cell carcinoma WP4241","1/34","1.519926045554118E-2","2.279889068331177E-2","0","0","75.598484848484844","316.49369990079617","SLC2A1","Lactate-Shuttle","wikipathways"
"19","Synaptic Vesicle Pathway WP2267","1/51","2.2721633844606352E-2","3.2288637568651128E-2","0","0","49.852499999999999","188.6636842051162","SLC1A3","Lactate-Shuttle","wikipathways"
"20","Proximal tubule transport WP4917","1/57","2.5364370254955197E-2","3.4241899844189516E-2","0","0","44.497767857142854","163.5030358762894","SLC2A1","Lactate-Shuttle","wikipathways"
"21","p53 transcriptional gene network WP4963","1/67","2.9754818181739934E-2","3.8256194805094207E-2","0","0","37.736742424242422","132.63575146396252","SLC2A1","Lactate-Shuttle","wikipathways"
"22","TNF-alpha signaling pathway WP231","1/92","4.0654126315732002E-2","4.9893700478398369E-2","0","0","27.335164835164836","87.545100688435838","GLUL","Lactate-Shuttle","wikipathways"
"23","Fragile X Syndrome  WP4549","1/121","5.3160876149181691E-2","6.2406245914256774E-2","0","0","20.698958333333334","60.739697372377059","SLC16A1","Lactate-Shuttle","wikipathways"
"24","Angiopoietin Like Protein 8 Regulatory Pathway WP3915","1/132","5.7866768719600295E-2","6.510011480955033E-2","0","0","18.950381679389313","54.00123507299854","SLC2A1","Lactate-Shuttle","wikipathways"
"25","Sudden Infant Death Syndrome (SIDS) Susceptibility Pathways WP706","1/158","6.8907244430395656E-2","7.2434487543992676E-2","0","0","15.79140127388535","42.241903064880837","SLC1A3","Lactate-Shuttle","wikipathways"
"26","Insulin Signaling WP481","1/160","6.9751728746067013E-2","7.2434487543992676E-2","0","0","15.591194968553459","41.516437796837891","SLC2A1","Lactate-Shuttle","wikipathways"
"27","VEGFA-VEGFR2 Signaling Pathway WP3888","1/432","0.17845578098325815","0.17845578098325815","0","0","5.6728538283062644","9.77667816987646","LDHA","Lactate-Shuttle","wikipathways"
