"","Term","Overlap","P-value","Adjusted P-value","Old P-value","Old Adjusted P-value","Odds Ratio","Combined Score","Genes","Source_Sheet","Source_DB"
"37","Glycogen metabolism","1/36","3.0175011976485019E-2","3.9961502347236916E-2","0","0","35.621428571428574","124.70139957851625","PGM1","Gluconeogenesis","bioplanet"
"38","Inositol phosphate metabolism","1/57","4.7379217721655043E-2","6.1094254430555189E-2","0","0","22.239955357142858","67.822336044851085","TPI1","Gluconeogenesis","bioplanet"
"39","Transmembrane transport of small molecules","2/432","5.1120740956050008E-2","6.4228623252473083E-2","0","0","6.0629457364341084","18.028563084594005","HK2;HK1","Gluconeogenesis","bioplanet"
"40","Response to elevated platelet cytosolic calcium","1/83","6.8281787330545546E-2","8.3645189479918294E-2","0","0","15.168445121951219","40.713808681356575","ALDOA","Gluconeogenesis","bioplanet"
"41","Notch signaling pathway","1/121","9.8056538362798595E-2","0.1171895214579788","0","0","10.3453125","24.02399894731515","ENO1","Gluconeogenesis","bioplanet"
"42","Integration of energy metabolism","1/125","0.10113808374787076","0.11799443103918256","0","0","10.009576612903226","22.934627892175829","PKLR","Gluconeogenesis","bioplanet"
"43","Interleukin-5 regulation of apoptosis","1/144","0.11564058767870697","0.1317764836338754","0","0","8.6713286713286717","18.706382287067274","ENO1","Gluconeogenesis","bioplanet"
"44","Alzheimer's disease","1/169","0.13438749659312352","0.14965880302416026","0","0","7.3716517857142856","14.79511070365777","GAPDH","Gluconeogenesis","bioplanet"
"45","Interleukin-2 signaling pathway","2/847","0.16049591335959268","0.1712091431169718","0","0","3.0198027613412228","5.5246892864616717","TPI1;GAPDH","Gluconeogenesis","bioplanet"
"46","Platelet activation, signaling and aggregation","1/205","0.16072695068123882","0.1712091431169718","0","0","6.0597426470588234","11.077502318716135","ALDOA","Gluconeogenesis","bioplanet"
"47","Developmental biology","1/420","0.30298408613866784","0.31587702597435585","0","0","2.9182577565632459","3.4846186185473891","PKLR","Gluconeogenesis","bioplanet"
"48","Hemostasis pathway","1/468","0.33148095716029624","0.33838681043446905","0","0","2.6118843683083512","2.8840033204376518","ALDOA","Gluconeogenesis","bioplanet"
"49","TGF-beta regulation of extracellular matrix","1/565","0.38575470152939717","0.38575470152939717","0","0","2.1519281914893615","2.0498269452957278","PKM","Gluconeogenesis","bioplanet"
