"","Term","Overlap","P-value","Adjusted P-value","Old P-value","Old Adjusted P-value","Odds Ratio","Combined Score","Genes","Source_Sheet","Source_DB"
"48","Wnt signaling pathway","1/166","9.5201421086498289E-2","0.1159481981182133","0","0","10.92176308539945","25.685370030735868","GSK3B","Glycogenesis","kegg"
"49","Hepatocellular carcinoma","1/168","9.6295961149024611E-2","0.1159481981182133","0","0","10.78987479586282","25.251855826797005","GSK3B","Glycogenesis","kegg"
"50","Axon guidance","1/182","0.10392382237785831","0.12263011040587281","0","0","9.9482672024108485","22.523843175382979","GSK3B","Glycogenesis","kegg"
"51","Kaposi sarcoma-associated herpesvirus infection","1/193","0.10987568860765264","0.12711109074218641","0","0","9.3731060606060606","20.699620436703082","GSK3B","Glycogenesis","kegg"
"52","Focal adhesion","1/201","0.11418153310963532","0.12955212410516315","0","0","8.9945454545454542","19.517855136107741","GSK3B","Glycogenesis","kegg"
"53","Lipid and atherosclerosis","1/215","0.12167084620216879","0.13544490426279168","0","0","8.4001699235344098","17.694419176440732","GSK3B","Glycogenesis","kegg"
"54","Human cytomegalovirus infection","1/225","0.126984770088551","0.13874261917082423","0","0","8.021103896103897","16.553056821898632","GSK3B","Glycogenesis","kegg"
"55","Prion disease","1/273","0.15208378767324121","0.16314442677674967","0","0","6.5895721925133692","12.410297320374392","GSK3B","Glycogenesis","kegg"
"56","Human papillomavirus infection","1/331","0.18152860965592338","0.19125335660177642","0","0","5.415426997245179","9.2405705806702034","GSK3B","Glycogenesis","kegg"
"57","Alzheimer disease","1/369","0.20030863276862923","0.20733700584823028","0","0","4.8468379446640313","7.7932110435864779","GSK3B","Glycogenesis","kegg"
"58","Pathways of neurodegeneration","1/475","0.25062715666941721","0.25494831454302785","0","0","3.7426160337552741","5.1789904338772033","GSK3B","Glycogenesis","kegg"
"59","Pathways in cancer","1/531","0.27602265183294583","0.27602265183294583","0","0","3.3375643224699827","4.2963542512206434","GSK3B","Glycogenesis","kegg"
