"","Term","Overlap","P-value","Adjusted P-value","Old P-value","Old Adjusted P-value","Odds Ratio","Combined Score","Genes","Source_Sheet","Source_DB"
"11","Ras activation upon calcium influx through NMDA receptor","5/19","2.8340049104748364E-11","1.0047835591683511E-10","0","0","339.45578231292518","8244.276074377045","GRIN2A;GRIN2C;GRIN2B;GRIN2D;GRIN1","Gluconeogenesis","bioplanet"
"12","Nitric oxide signaling pathway","5/22","6.4014642778793595E-11","2.0804758903107918E-10","0","0","279.50980392156862","6560.6287564142895","GRIN2A;GRIN2C;GRIN2B;GRIN2D;GRIN1","Gluconeogenesis","bioplanet"
"13","Long-term depression","6/70","3.2161437385397537E-10","9.5830698292586724E-10","0","0","93.328125","2039.9351605613749","GRIA1;GRIA2;GRID2;GRM5;GRIA3;GRM1","Gluconeogenesis","bioplanet"
"14","Activation of kainate receptors upon glutamate binding","5/30","3.4400763489646516E-10","9.5830698292586724E-10","0","0","189.99047619047619","4139.9603530116037","GRIK5;GRIK3;GRIK4;GRIK1;GRIK2","Gluconeogenesis","bioplanet"
"15","GluR2-containing AMPA receptor trafficking","4/16","4.0389400031251286E-9","1.0501244008125335E-8","0","0","302.45454545454544","5845.6247624574698","GRIA1;GRIA2;GRIA3;GRIA4","Gluconeogenesis","bioplanet"
"16","GPCR ligand binding","8/410","3.2940379850737321E-8","8.0292175886172224E-8","0","0","21.638474295190711","372.79989509877635","GRM3;GRM2;GRM5;GRM4;GRM7;GRM6;GRM8;GRM1","Gluconeogenesis","bioplanet"
"17","Glutamate binding and activation of AMPA receptors and synaptic plasticity","4/30","6.007467015815436E-8","1.3781836095105998E-7","0","0","139.49650349650349","2319.502878911991","GRIA1;GRIA2;GRIA3;GRIA4","Gluconeogenesis","bioplanet"
"18","Calcium signaling pathway","6/178","9.0693623211320506E-8","1.9650285029119442E-7","0","0","34.538372093023256","560.06660158148281","GRM5;GRIN2A;GRIN2C;GRM1;GRIN2D;GRIN1","Gluconeogenesis","bioplanet"
"19","Alzheimer's disease","5/169","2.3130062272197677E-6","4.747749624293208E-6","0","0","28.760162601626018","373.21955107043124","GRIN2A;GRIN2C;GRIN2B;GRIN2D;GRIN1","Gluconeogenesis","bioplanet"
"20","Signaling by GPCR","8/977","2.2393671930501098E-5","4.366766026447714E-5","0","0","8.7168902648778808","93.32940917827851","GRM3;GRM2;GRM5;GRM4;GRM7;GRM6;GRM8;GRM1","Gluconeogenesis","bioplanet"
"21","Signal transduction","8/1020","3.0537143500904826E-5","5.6711837930251823E-5","0","0","8.3276240667545007","86.578699858576243","GRM3;GRM2;GRM5;GRM4;GRM7;GRM6;GRM8;GRM1","Gluconeogenesis","bioplanet"
"22","Huntington's disease","4/184","8.8468542667558412E-5","1.5683059836521718E-4","0","0","19.993939393939392","186.60070757522922","GRM5;GRIN2B;GRM1;GRIN1","Gluconeogenesis","bioplanet"
"23","Reelin signaling pathway","2/29","6.4567196496487819E-4","1.0948350710274022E-3","0","0","61.564814814814817","452.20704611326545","GRIN2A;GRIN2B","Gluconeogenesis","bioplanet"
"24","Non-class A, B, C GPCRs","2/86","5.5543621266744211E-3","9.0258384558459352E-3","0","0","19.732142857142858","102.47240569174454","GRM8;GRM1","Gluconeogenesis","bioplanet"
"25","Gap junction pathway","2/90","6.0668977190373079E-3","9.4643604416982004E-3","0","0","18.831439393939394","96.132763518396445","GRM5;GRM1","Gluconeogenesis","bioplanet"
"26","FOSB gene expression and drug abuse","1/5","6.483689369798885E-3","9.7255340546983267E-3","0","0","199.7","1006.1815770136444","GRIA2","Gluconeogenesis","bioplanet"
"27","Systemic lupus erythematosus","2/139","1.3973961266051086E-2","1.9793636121470545E-2","0","0","12.066301703163017","51.529860462892621","GRIN2A;GRIN2B","Gluconeogenesis","bioplanet"
"28","Erythropoietin-mediated neuroprotection through NF-kB","1/11","1.4210815676953212E-2","1.9793636121470545E-2","0","0","79.855999999999995","339.68761467350572","GRIN1","Gluconeogenesis","bioplanet"
"29","Synaptic proteins at the synaptic junction","1/17","2.188015065344143E-2","2.9425030189110888E-2","0","0","49.895000000000003","190.70744238188936","GRIN1","Gluconeogenesis","bioplanet"
"30","Presynaptic function of kainate receptors","1/21","2.6961136138080617E-2","3.50494769795048E-2","0","0","39.908000000000001","144.2019250738276","GRIK3","Gluconeogenesis","bioplanet"
"31","Ck1/Cdk5 regulation by type 1 glutamate receptors","1/25","3.2016739803822636E-2","4.0279124269325249E-2","0","0","33.25","114.42975510355667","GRM1","Gluconeogenesis","bioplanet"
"32","ADP signalling through P2Y purinoceptor 12","1/27","3.4535061360654686E-2","4.2089606033297901E-2","0","0","30.689230769230768","103.29320526635196","GRIK3","Gluconeogenesis","bioplanet"
"33","N-cadherin signaling events","1/34","4.3299673200093314E-2","5.1172341054655734E-2","0","0","24.170909090909092","75.887232515870664","GRIA2","Gluconeogenesis","bioplanet"
"34","ERBB4 signaling events","1/38","4.8273621231532039E-2","5.5372683177345568E-2","0","0","21.553513513513515","65.325897756806043","GRIN2B","Gluconeogenesis","bioplanet"
"35","Taste transduction","1/52","6.5487373538224466E-2","7.2971644799735835E-2","0","0","15.625882352941176","42.594560287369276","GRM4","Gluconeogenesis","bioplanet"
"36","Ephrin receptor B forward pathway","1/60","7.5188978942214352E-2","8.1454727187398879E-2","0","0","13.501694915254237","34.939019325707278","GRIA1","Gluconeogenesis","bioplanet"
"37","Myocyte adrenergic pathway","1/72","8.9560026597750808E-2","9.4401109116548143E-2","0","0","11.212957746478873","27.055142380240479","GRIN1","Gluconeogenesis","bioplanet"
"38","Oncostatin M","1/311","0.33484321261489036","0.34365487610475592","0","0","2.5372903225806454","2.7760312732787877","GRIK2","Gluconeogenesis","bioplanet"
"39","Interleukin-2 signaling pathway","1/847","0.67561113569261444","0.67561113569261444","0","0","0.90439716312056739","0.35464814340541434","GRIA2","Gluconeogenesis","bioplanet"
