"","Term","Overlap","P-value","Adjusted P-value","Old P-value","Old Adjusted P-value","Odds Ratio","Combined Score","Genes","Source_Sheet","Source_DB"
"11","Propanoate metabolism","3/33","3.2834133860106212E-6","1.4327622048046346E-5","0","0","133.01333333333332","1679.5097473860005","SUCLA2;SUCLG2;SUCLG1","Gluconeogenesis","bioplanet"
"12","Lysine catabolism","2/8","2.1351432280008236E-5","8.5405729120032945E-5","0","0","416.16666666666669","4475.619360309719","OGDH;DLD","Gluconeogenesis","bioplanet"
"13","Respiratory electron transport, ATP biosynthesis by chemiosmotic coupling, and heat production by uncoupling proteins","3/81","4.9978381520491782E-5","1.8453556253720044E-4","0","0","51.035897435897439","505.45544613076794","SDHC;SDHA;SDHB","Gluconeogenesis","bioplanet"
"14","Electron transport chain","3/105","1.0833688709701263E-4","3.7144075576118612E-4","0","0","38.980392156862742","355.90130477266865","SDHC;SDHA;SDHB","Gluconeogenesis","bioplanet"
"15","Parkinson's disease","3/131","2.0852947952210106E-4","6.6729433447072339E-4","0","0","31.021875000000001","262.92373431613515","SDHC;SDHA;SDHB","Gluconeogenesis","bioplanet"
"16","Oxidative phosphorylation","3/136","2.3287274968603297E-4","6.9861824905809893E-4","0","0","29.84812030075188","249.68007529057198","SDHC;SDHA;SDHB","Gluconeogenesis","bioplanet"
"17","Gluconeogenesis","2/31","3.5027247768592E-4","9.890046428778919E-4","0","0","86.004310344827587","684.31902763532389","MDH1;MDH2","Gluconeogenesis","bioplanet"
"18","Alzheimer's disease","3/169","4.4054318457767433E-4","1.1747818255404647E-3","0","0","23.874698795180723","184.49178464758796","SDHC;SDHA;SDHB","Gluconeogenesis","bioplanet"
"19","Huntington's disease","3/184","5.6461195980898394E-4","1.4263881089911171E-3","0","0","21.879558011049724","163.64535048765396","SDHC;SDHA;SDHB","Gluconeogenesis","bioplanet"
"20","Glutathione metabolism","2/51","9.5024886028767346E-4","2.2576747467452337E-3","0","0","50.849489795918366","353.85075072456357","IDH1;IDH2","Gluconeogenesis","bioplanet"
"21","Mitochondrial protein import","2/52","9.8773270170103978E-4","2.2576747467452337E-3","0","0","49.83","344.82850534778163","CS;ACO2","Gluconeogenesis","bioplanet"
"22","Glucose metabolism","2/61","1.3566437662336027E-3","2.9599500354187693E-3","0","0","42.209745762711862","278.70003786815613","MDH1;MDH2","Gluconeogenesis","bioplanet"
"23","Peroxisome","2/78","2.2061757830017701E-3","4.6041929384384762E-3","0","0","32.74013157894737","200.25484053611478","IDH1;IDH2","Gluconeogenesis","bioplanet"
"24","Acetylcholine biosynthesis","1/7","6.2838777740325952E-3","1.256775554806519E-2","0","0","195.84313725490196","992.87927206115364","PDHA1","Gluconeogenesis","bioplanet"
"25","Valine, leucine and isoleucine biosynthesis","1/11","9.8579216348164949E-3","1.8927209538847668E-2","0","0","117.48235294117647","542.70737038143443","PDHA1","Gluconeogenesis","bioplanet"
"26","Iron metabolism in placenta","1/12","1.0749534506708167E-2","1.9845294473922769E-2","0","0","106.79679144385027","484.09840988752489","ACO1","Gluconeogenesis","bioplanet"
"27","Amino acid metabolism","2/195","1.3058557941245752E-2","2.3215214117770226E-2","0","0","12.816709844559586","55.60288072596898","OGDH;DLD","Gluconeogenesis","bioplanet"
"28","Branched-chain amino acid catabolism","1/17","1.5196239191186837E-2","2.605069575632029E-2","0","0","73.404411764705884","307.32278683532309","DLD","Gluconeogenesis","bioplanet"
"29","Peroxisomal lipid metabolism","1/20","1.7855195476470426E-2","2.9553426995537257E-2","0","0","61.804953560371516","248.79341471282055","IDH1","Gluconeogenesis","bioplanet"
"30","Carbohydrate metabolism","2/235","1.8583853678379284E-2","2.9734165885406855E-2","0","0","10.594957081545065","42.225800504297247","MDH1;MDH2","Gluconeogenesis","bioplanet"
"31","Proximal tubule bicarbonate reclamation","1/23","2.0507371457078361E-2","3.1753349352895525E-2","0","0","53.36898395721925","207.44368622737056","MDH1","Gluconeogenesis","bioplanet"
"32","Butanoate metabolism","1/30","2.6669504600617941E-2","4.0004256900926911E-2","0","0","40.472616632860039","146.68225415832842","PDHA1","Gluconeogenesis","bioplanet"
"33","Glycine, serine and threonine metabolism","1/32","2.8423378470110255E-2","4.1343095956524009E-2","0","0","37.857685009487668","134.79392621731594","DLD","Gluconeogenesis","bioplanet"
"34","Fatty acid beta oxidation","1/34","3.0174267482518016E-2","4.2598965857672498E-2","0","0","35.559714795008915","124.48623298308226","DLD","Gluconeogenesis","bioplanet"
"35","Latent infection of Homo sapiens with Mycobacterium tuberculosis","1/37","3.2795014804391599E-2","4.4976020303165623E-2","0","0","32.591503267973856","111.38077026649427","DLAT","Gluconeogenesis","bioplanet"
"36","Lysine degradation","1/44","3.8884106119434915E-2","5.0444245776564214E-2","0","0","27.276333789329687","88.570884468646753","OGDH","Gluconeogenesis","bioplanet"
"37","Valine, leucine and isoleucine degradation","1/44","3.8884106119434915E-2","5.0444245776564214E-2","0","0","27.276333789329687","88.570884468646753","DLD","Gluconeogenesis","bioplanet"
"38","JNK/MAPK pathway","1/53","4.6659751461469688E-2","5.893863342501434E-2","0","0","22.54524886877828","69.098332178804668","DLD","Gluconeogenesis","bioplanet"
"39","Tryptophan metabolism","1/58","5.09538444953197E-2","6.2712423994239638E-2","0","0","20.562435500515996","61.210979038699676","OGDH","Gluconeogenesis","bioplanet"
"40","Protein metabolism","2/442","5.9056438893680653E-2","7.0867726672416781E-2","0","0","5.5517045454545455","15.707225045167542","CS;ACO2","Gluconeogenesis","bioplanet"
"41","Renal cell carcinoma","1/70","6.1185260316693364E-2","7.1631524273201977E-2","0","0","16.976129582267689","47.428742028663351","FH","Gluconeogenesis","bioplanet"
"42","TSH regulation of gene expression","1/97","8.3826359716664023E-2","9.5801553961901736E-2","0","0","12.185049019607844","30.206831147050188","FH","Gluconeogenesis","bioplanet"
"43","TGF-beta regulation of extracellular matrix","2/565","9.0512902251203314E-2","0.10103765832692463","0","0","4.3115008880994674","10.357358506620612","IDH2;ACO1","Gluconeogenesis","bioplanet"
"44","FSH regulation of apoptosis","1/263","0.2120900942230608","0.23137101187970266","0","0","4.4274809160305342","6.8658900050717966","IDH1","Gluconeogenesis","bioplanet"
"45","Pathways in cancer","1/325","0.25548958318098075","0.27252222205971277","0","0","3.5689905591866378","4.8701504402535623","FH","Gluconeogenesis","bioplanet"
"46","Lipid and lipoprotein metabolism","1/489","0.35966291235301379","0.37530043028140569","0","0","2.3498071359691419","2.4028846753362743","IDH1","Gluconeogenesis","bioplanet"
"47","T cell receptor regulation of apoptosis","1/603","0.42379188148377023","0.43280873002597808","0","0","1.893687707641196","1.625755116918673","CS","Gluconeogenesis","bioplanet"
"48","Disease","1/674","0.4606133350022113","0.4606133350022113","0","0","1.687702123940215","1.3083005105722754","DLAT","Gluconeogenesis","bioplanet"
