"","Term","Overlap","P-value","Adjusted P-value","Old P-value","Old Adjusted P-value","Odds Ratio","Combined Score","Genes","Source_Sheet","Source_DB"
"11","Cerebral organic acidurias, including diseases WP4519","2/7","1.6022071431264729E-5","4.5153110397200604E-5","0","0","499.42500000000001","5514.4227735186505","MDH2;IDH2","TCA","wikipathways"
"12","Cytosine methylation WP3585","2/9","2.7437270887714988E-5","6.5427338270704967E-5","0","0","356.69642857142856","3746.5995382949022","IDH1;IDH2","TCA","wikipathways"
"13","Thiamine metabolic pathways WP4297","2/9","2.7437270887714988E-5","6.5427338270704967E-5","0","0","356.69642857142856","3746.5995382949022","PDHA1;OGDH","TCA","wikipathways"
"14","Electron Transport Chain (OXPHOS system in mitochondria) WP111","3/103","1.0232080283081646E-4","2.2656749198252216E-4","0","0","39.764000000000003","365.32767635514489","SDHC;SDHA;SDHB","TCA","wikipathways"
"15","NAD Metabolism in Oncogene-Induced Senescence and Mitochondrial Dysfunction-Associated Senescence WP5046","2/24","2.0868016842799032E-4","4.3127234808451338E-4","0","0","113.40909090909091","961.1089042220101","MDH1;MDH2","TCA","wikipathways"
"16","Nonalcoholic fatty liver disease WP4396","3/155","3.4201218417955051E-4","6.6264860684787908E-4","0","0","26.092105263157894","208.23233025316819","SDHC;SDHA;SDHB","TCA","wikipathways"
"17","7q11.23 copy number variation syndrome WP4932","2/104","3.8807726279611551E-3","7.0767030274585764E-3","0","0","24.362745098039216","135.25516392567505","OGDH;DLD","TCA","wikipathways"
"18","Acetylcholine Synthesis WP528","1/7","6.2838777740325952E-3","1.0822233944167248E-2","0","0","195.84313725490196","992.87927206115364","PDHA1","TCA","wikipathways"
"19","Iron metabolism in placenta WP2007","1/12","1.0749534506708167E-2","1.753871419515543E-2","0","0","106.79679144385027","484.09840988752489","ACO1","TCA","wikipathways"
"20","Hereditary leiomyomatosis and renal cell carcinoma pathway WP4206","1/20","1.7855195476470426E-2","2.767555298852916E-2","0","0","61.804953560371516","248.79341471282055","PDHA1","TCA","wikipathways"
"21","PI3K/AKT/mTOR - VitD3 signaling WP4141","1/22","1.9624065171284413E-2","2.889675068951951E-2","0","0","55.913165266106439","219.79457723601951","PDHA1","TCA","wikipathways"
"22","Glutathione metabolism WP100","1/23","2.0507371457078361E-2","2.889675068951951E-2","0","0","53.36898395721925","207.44368622737056","IDH1","TCA","wikipathways"
"23","Lipid Metabolism Pathway WP3965","1/29","2.5791446852810002E-2","3.4762384888570003E-2","0","0","41.920168067226889","153.33191684558912","PDHA1","TCA","wikipathways"
"24","Type 2 papillary renal cell carcinoma WP4241","1/34","3.0174267482518016E-2","3.7416091678322341E-2","0","0","35.559714795008915","124.48623298308226","FH","TCA","wikipathways"
"25","Fatty acid beta-oxidation WP143","1/34","3.0174267482518016E-2","3.7416091678322341E-2","0","0","35.559714795008915","124.48623298308226","DLD","TCA","wikipathways"
"26","Photodynamic therapy-induced HIF-1 survival signaling WP3614","1/37","3.2795014804391599E-2","3.8654829960872175E-2","0","0","32.591503267973856","111.38077026649427","PDHA1","TCA","wikipathways"
"27","Sleep regulation WP3591","1/38","3.3667109965920927E-2","3.8654829960872175E-2","0","0","31.70906200317965","107.5328454820737","DLAT","TCA","wikipathways"
"28","Tryptophan metabolism WP465","1/42","3.7148070085386981E-2","4.1128220451678445E-2","0","0","28.609756097560975","94.207448212762941","OGDH","TCA","wikipathways"
"29","Sterol regulatory element-binding proteins (SREBP) signaling WP1982","1/69","6.033663736484967E-2","6.4497784769322053E-2","0","0","17.226643598615915","48.3692416453001","MDH1","TCA","wikipathways"
"30","Pathways in clear cell renal cell carcinoma WP4018","1/85","7.3828067413955145E-2","7.6289002994420319E-2","0","0","13.934173669467787","36.312683743324982","MDH1","TCA","wikipathways"
"31","VEGFA-VEGFR2 Signaling Pathway WP3888","1/432","0.32512562237918019","0.32512562237918019","0","0","2.6683499385833218","2.9980076052940663","IDH2","TCA","wikipathways"
