"","Term","Overlap","P-value","Adjusted P-value","Old P-value","Old Adjusted P-value","Odds Ratio","Combined Score","Genes","Source_Sheet","Source_DB"
"28","PI3K pathway","2/53","4.4708301876411925E-4","1.932037331087801E-3","0","0","78.184313725490199","603.01733667321537","GSK3B;GSK3A","Gluconeogenesis","bioplanet"
"29","PI3K cascade","2/57","5.1712223877973379E-4","2.157647961805096E-3","0","0","72.483636363636364","548.50043985409445","GSK3B;GSK3A","Gluconeogenesis","bioplanet"
"30","AMPK signaling","2/68","7.3539840870503494E-4","2.9661069151103074E-3","0","0","60.369696969696967","435.57328910015156","GYS2;GYS1","Gluconeogenesis","bioplanet"
"31","Signaling by SCF-KIT","2/78","9.662232834523858E-4","3.7713876547657639E-3","0","0","52.4","363.76685786814812","GSK3B;GSK3A","Gluconeogenesis","bioplanet"
"32","Signaling by ERBB4","2/93","1.369596559651751E-3","5.1787869911831836E-3","0","0","43.729670329670327","288.32017069600897","GSK3B;GSK3A","Gluconeogenesis","bioplanet"
"33","Downstream signaling events Of B cell receptor (BCR)","2/98","1.5191345837264401E-3","5.5159646751408624E-3","0","0","41.44166666666667","268.94043920830592","GSK3B;GSK3A","Gluconeogenesis","bioplanet"
"34","Granule cell survival pathway","2/99","1.5499404872296638E-3","5.5159646751408624E-3","0","0","41.012371134020619","265.33112403993107","GSK3B;GSK3A","Gluconeogenesis","bioplanet"
"35","Signaling by ERBB2","2/102","1.6441492326284893E-3","5.6840587756584919E-3","0","0","39.776000000000003","254.98532927894865","GSK3B;GSK3A","Gluconeogenesis","bioplanet"
"36","Transmembrane transport of small molecules","3/432","1.9040935979923387E-3","6.3535552459115146E-3","0","0","15.197358197358197","95.192440026074081","HK3;HK2;HK1","Gluconeogenesis","bioplanet"
"37","Signaling by EGFR in cancer","2/111","1.9428226785018683E-3","6.3535552459115146E-3","0","0","36.475229357798163","227.7372298548145","GSK3B;GSK3A","Gluconeogenesis","bioplanet"
"38","Signaling by PDGF","2/122","2.3402979819493433E-3","7.4520014688386985E-3","0","0","33.113333333333337","200.58325555691616","GSK3B;GSK3A","Gluconeogenesis","bioplanet"
"39","Signaling by FGFR in disease","2/128","2.5720034529958381E-3","7.9798055849358059E-3","0","0","31.526984126984129","187.99761733894536","GSK3B;GSK3A","Gluconeogenesis","bioplanet"
"40","NGF signaling via TRKA from the plasma membrane","2/136","2.8971640392483618E-3","8.7639212187262932E-3","0","0","29.632835820895522","173.17497225422156","GSK3B;GSK3A","Gluconeogenesis","bioplanet"
"41","Signaling by the B cell receptor (BCR)","2/151","3.5563006854602624E-3","1.0495423974163214E-2","0","0","26.629530201342281","150.16483706596762","GSK3B;GSK3A","Gluconeogenesis","bioplanet"
"42","Purine metabolism","2/164","4.1790832145389102E-3","1.2039739737124003E-2","0","0","24.476543209876542","134.07426448723129","PGM2;PGM1","Gluconeogenesis","bioplanet"
"43","Chemokine signaling pathway","2/189","5.5087461361039312E-3","1.5501355406245946E-2","0","0","21.17754010695187","110.15324345880153","GSK3B;GSK3A","Gluconeogenesis","bioplanet"
"44","Deregulation of CDK5 in Alzheimer's disease","1/10","5.9850935124877696E-3","1.6459007159341368E-2","0","0","201.8080808080808","1032.9512945731403","GSK3B","Gluconeogenesis","bioplanet"
"45","eIF2 regulation","1/11","6.5817961978748346E-3","1.7697718665396781E-2","0","0","181.61818181818182","912.34941820810161","GSK3B","Gluconeogenesis","bioplanet"
"46","Antigen-activated B-cell receptor generation of second messengers","2/211","6.8195026239272968E-3","1.793825690206963E-2","0","0","18.927272727272726","94.408644674929661","GSK3B;GSK3A","Gluconeogenesis","bioplanet"
"47","Signaling by NGF","2/221","7.4579519766788237E-3","1.9200259344215695E-2","0","0","18.053881278538814","88.436475920995093","GSK3B;GSK3A","Gluconeogenesis","bioplanet"
"48","Wnt signaling pathway","2/231","8.122658489695499E-3","2.0475868276107406E-2","0","0","17.256768558951965","83.058514409718541","GSK3B;GSK3A","Gluconeogenesis","bioplanet"
"49","Sonic Hedgehog (Shh) pathway","1/16","9.5603900128118108E-3","2.3136143831004582E-2","0","0","121.04848484848485","562.89079821946234","GSK3B","Gluconeogenesis","bioplanet"
"50","CRMPs in Sema3A signaling","1/16","9.5603900128118108E-3","2.3136143831004582E-2","0","0","121.04848484848485","562.89079821946234","GSK3B","Gluconeogenesis","bioplanet"
"51","Beta-catenin phosphorylation cascade","1/17","1.0155125895608219E-2","2.40935339876195E-2","0","0","113.47727272727273","520.83534082548363","GSK3B","Gluconeogenesis","bioplanet"
"52","Skeletal muscle hypertrophy is regulated via AKT/mTOR pathway","1/20","1.1937370540334344E-2","2.7777342988085686E-2","0","0","95.545454545454547","423.08305184927309","GSK3B","Gluconeogenesis","bioplanet"
"53","C-Myc pathway","1/25","1.4901244370148439E-2","3.4019822052603045E-2","0","0","75.621212121212125","318.08630270790064","GSK3B","Gluconeogenesis","bioplanet"
"54","Segmentation clock","1/26","1.5493040473318351E-2","3.4715886986509639E-2","0","0","72.592727272727274","302.52034425805169","GSK3B","Gluconeogenesis","bioplanet"
"55","Glycolysis","1/27","1.6084510729761806E-2","3.5385923605475975E-2","0","0","69.7972027972028","288.25536568739051","HK1","Gluconeogenesis","bioplanet"
"56","Cell cycle: G1/S checkpoint","1/28","1.6675655297670511E-2","3.5399198088037397E-2","0","0","67.208754208754215","275.13956021760828","GSK3B","Gluconeogenesis","bioplanet"
"57","Multi-step regulation of transcription by PITX2","1/28","1.6675655297670511E-2","3.5399198088037397E-2","0","0","67.208754208754215","275.13956021760828","GSK3B","Gluconeogenesis","bioplanet"
"58","Pentose and glucuronate interconversions","1/29","1.7266474337105393E-2","3.5410904996436482E-2","0","0","64.805194805194802","263.04354416299202","UGP2","Gluconeogenesis","bioplanet"
"59","Reelin signaling pathway","1/29","1.7266474337105393E-2","3.5410904996436482E-2","0","0","64.805194805194802","263.04354416299202","GSK3B","Gluconeogenesis","bioplanet"
"60","Inactivation of GSK3 by Akt causes accumulation of beta-catenin in alveolar macrophages","1/30","1.7856968008938604E-2","3.6011552151359517E-2","0","0","62.567398119122259","251.85639443535081","GSK3B","Gluconeogenesis","bioplanet"
"61","Interleukin-7 signaling pathway","1/35","2.0804561456238449E-2","4.12680645279484E-2","0","0","53.352941176470587","206.61369382894844","GSK3B","Gluconeogenesis","bioplanet"
"62","PI3K/PLC/TRK pathway","1/36","2.1393106288118857E-2","4.17510622719739E-2","0","0","51.825974025974027","199.25462501506232","GSK3B","Gluconeogenesis","bioplanet"
"63","ALK in cardiac myocytes","1/37","2.1981326879869451E-2","4.2218104007368314E-2","0","0","50.383838383838381","192.34342502593887","GSK3B","Gluconeogenesis","bioplanet"
"64","FOXM1 transcription factor network","1/41","2.4330970017212364E-2","4.5682214962759801E-2","0","0","45.336363636363636","168.47016546086343","GSK3A","Gluconeogenesis","bioplanet"
"65","TWEAK signaling pathway","1/42","2.4917571797868982E-2","4.5682214962759801E-2","0","0","44.228381374722836","163.29923491461832","GSK3B","Gluconeogenesis","bioplanet"
"66","BMP receptor signaling","1/42","2.4917571797868982E-2","4.5682214962759801E-2","0","0","44.228381374722836","163.29923491461832","GSK3B","Gluconeogenesis","bioplanet"
"67","Integrin-linked kinase signaling","1/45","2.6675438127783887E-2","4.7124360466225097E-2","0","0","41.206611570247937","149.33325716982057","GSK3B","Gluconeogenesis","bioplanet"
"68","LKB1 signaling events","1/47","2.7845734763739902E-2","4.7124360466225097E-2","0","0","39.411067193675891","141.13400615713857","GSK3B","Gluconeogenesis","bioplanet"
"69","Delta Np63 pathway","1/47","2.7845734763739902E-2","4.7124360466225097E-2","0","0","39.411067193675891","141.13400615713857","GSK3B","Gluconeogenesis","bioplanet"
"70","Activation of chaperones by IRE1 alpha","1/48","2.8430399289540761E-2","4.7124360466225097E-2","0","0","38.570599613152808","137.3227634294791","GSK3A","Gluconeogenesis","bioplanet"
"71","Presenilin action in Notch and Wnt signaling","1/48","2.8430399289540761E-2","4.7124360466225097E-2","0","0","38.570599613152808","137.3227634294791","GSK3B","Gluconeogenesis","bioplanet"
"72","Diurnally regulated genes with circadian orthologs","1/48","2.8430399289540761E-2","4.7124360466225097E-2","0","0","38.570599613152808","137.3227634294791","UGP2","Gluconeogenesis","bioplanet"
"73","Energy metabolism","1/48","2.8430399289540761E-2","4.7124360466225097E-2","0","0","38.570599613152808","137.3227634294791","GSK3B","Gluconeogenesis","bioplanet"
"74","Signaling events mediated by stem cell factor receptor (c-Kit)","1/52","3.0765835877853052E-2","4.963554854960292E-2","0","0","35.538324420677363","123.7213609818225","GSK3B","Gluconeogenesis","bioplanet"
"75","Endometrial cancer","1/52","3.0765835877853052E-2","4.963554854960292E-2","0","0","35.538324420677363","123.7213609818225","GSK3B","Gluconeogenesis","bioplanet"
"76","Androgen receptor regulation of biosynthesis and transcription","1/53","3.1348890445829294E-2","4.9910733472965062E-2","0","0","34.853146853146853","120.68168393395273","GSK3B","Gluconeogenesis","bioplanet"
"77","Basal cell carcinoma","1/55","3.2514035214057754E-2","5.0438439242320367E-2","0","0","33.558922558922561","114.97566851206538","GSK3B","Gluconeogenesis","bioplanet"
"78","Calcineurin-dependent NFAT signaling role in lymphocytes","1/55","3.2514035214057754E-2","5.0438439242320367E-2","0","0","33.558922558922561","114.97566851206538","GSK3B","Gluconeogenesis","bioplanet"
"79","Colorectal cancer","1/62","3.6581932884295822E-2","5.6030555430377139E-2","0","0","29.697466467958272","98.245182252874329","GSK3B","Gluconeogenesis","bioplanet"
"80","LPA receptor mediated events","1/65","3.8320513395665175E-2","5.7959776510943577E-2","0","0","28.301136363636363","92.311795529856738","GSK3B","Gluconeogenesis","bioplanet"
"81","Semaphorin interactions","1/66","3.8899400851019943E-2","5.8108981518190286E-2","0","0","27.864335664335666","90.469268293855038","GSK3B","Gluconeogenesis","bioplanet"
"82","NFAT involvement in hypertrophy of the heart","1/69","4.0634147279785517E-2","5.8796221378138447E-2","0","0","26.63101604278075","85.303045825353649","GSK3B","Gluconeogenesis","bioplanet"
"83","Hedgehog signaling pathway","1/70","4.1211757984317837E-2","5.8796221378138447E-2","0","0","26.243741765480895","83.692123770432559","GSK3B","Gluconeogenesis","bioplanet"
"84","CDC42 signaling events","1/70","4.1211757984317837E-2","5.8796221378138447E-2","0","0","26.243741765480895","83.692123770432559","GSK3B","Gluconeogenesis","bioplanet"
"85","Phase II of biological oxidations: conjugation","1/71","4.1789049905123193E-2","5.8796221378138447E-2","0","0","25.867532467532467","82.132543945907258","UGP2","Gluconeogenesis","bioplanet"
"86","Interleukin-6 signaling pathway","1/71","4.1789049905123193E-2","5.8796221378138447E-2","0","0","25.867532467532467","82.132543945907258","GSK3B","Gluconeogenesis","bioplanet"
"87","Degradation of beta-catenin by the destruction complex","1/73","4.2942678013426154E-2","5.9724874018673157E-2","0","0","25.146464646464647","79.15828251915687","GSK3B","Gluconeogenesis","bioplanet"
"88","Prolactin activation of MAPK signaling","1/75","4.4095032883891661E-2","6.0630670215351033E-2","0","0","24.464373464373466","76.363294371177119","GSK3B","Gluconeogenesis","bioplanet"
"89","Unfolded protein response","1/79","4.6395928037110373E-2","6.3077610027981512E-2","0","0","23.205128205128204","71.25235746632562","GSK3A","Gluconeogenesis","bioplanet"
"90","ATM-dependent DNA damage response","1/82","4.8118266638402123E-2","6.3981431464248978E-2","0","0","22.342312008978677","67.788661634410843","GSK3B","Gluconeogenesis","bioplanet"
"91","Regular glucocorticoid receptor pathway","1/82","4.8118266638402123E-2","6.3981431464248978E-2","0","0","22.342312008978677","67.788661634410843","GSK3B","Gluconeogenesis","bioplanet"
"92","Adaptive immune system","2/606","4.9478888846694387E-2","6.4842668338133472E-2","0","0","6.4185430463576161","19.295483081619231","GSK3B;GSK3A","Gluconeogenesis","bioplanet"
"93","MicroRNAs in cardiomyocyte hypertrophy","1/85","4.9837753350796807E-2","6.4842668338133472E-2","0","0","21.541125541125542","64.601458156557385","GSK3B","Gluconeogenesis","bioplanet"
"94","Androgen receptor signaling, proteolysis, and transcription regulation","1/88","5.1554392476265073E-2","6.6362569038596525E-2","0","0","20.795193312434691","61.660199177576288","GSK3B","Gluconeogenesis","bioplanet"
"95","Prostate cancer","1/89","5.212597345862037E-2","6.6392029352558571E-2","0","0","20.557851239669422","60.729782313110633","GSK3B","Gluconeogenesis","bioplanet"
"96","Neural crest differentiation","1/91","5.3268188288120896E-2","6.7140112321485715E-2","0","0","20.098989898989899","58.938598932853118","GSK3B","Gluconeogenesis","bioplanet"
"97","ERBB signaling pathway","1/94","5.4979145063769622E-2","6.8582232502228085E-2","0","0","19.44770283479961","56.41392256593172","GSK3B","Gluconeogenesis","bioplanet"
"98","Wnt signaling pathway and pluripotency","1/98","5.7256011863196878E-2","7.0674318376772655E-2","0","0","18.64198687910028","53.32023276493544","GSK3B","Gluconeogenesis","bioplanet"
"99","Senescence and autophagy","1/99","5.7824442308268532E-2","7.0674318376772655E-2","0","0","18.450834879406308","52.591221242131901","GSK3B","Gluconeogenesis","bioplanet"
"100","Melanogenesis","1/101","5.8960360820228652E-2","7.1342036592476663E-2","0","0","18.079999999999998","51.182489597636589","GSK3B","Gluconeogenesis","bioplanet"
"101","Disease","2/674","5.984968951189143E-2","7.1701113177612505E-2","0","0","5.7488095238095234","16.188182165321187","GSK3B;GSK3A","Gluconeogenesis","bioplanet"
"102","p53 activity regulation","1/118","6.8565105440893517E-2","8.1337036846550151E-2","0","0","15.439782439782439","41.378177533334416","GSK3B","Gluconeogenesis","bioplanet"
"103","Notch signaling pathway","1/121","7.0250702466731596E-2","8.2527524257034204E-2","0","0","15.051515151515151","39.97208258305033","GSK3B","Gluconeogenesis","bioplanet"
"104","Neurotrophin signaling pathway","1/126","7.3053818341985266E-2","8.4995307878655946E-2","0","0","14.445818181818181","37.798333725467877","GSK3B","Gluconeogenesis","bioplanet"
"105","Diabetes pathways","1/137","7.9193425149914884E-2","9.0812992535743042E-2","0","0","13.270053475935828","33.651024339520887","GSK3A","Gluconeogenesis","bioplanet"
"106","T cell receptor signaling pathway","1/139","8.0305704143177725E-2","9.0812992535743042E-2","0","0","13.076416337285902","32.977605605491178","GSK3B","Gluconeogenesis","bioplanet"
"107","Biological oxidations","1/139","8.0305704143177725E-2","9.0812992535743042E-2","0","0","13.076416337285902","32.977605605491178","UGP2","Gluconeogenesis","bioplanet"
"108","Integrated breast cancer pathway","1/152","8.750554999553678E-2","9.8038625457962505E-2","0","0","11.94280553883203","29.093307967223456","GSK3A","Gluconeogenesis","bioplanet"
"109","Alzheimer's disease","1/169","9.6842775909610629E-2","0.10750436591800813","0","0","10.725108225108226","25.039550693443655","GSK3B","Gluconeogenesis","bioplanet"
"110","Immune system","2/998","0.11791989045636402","0.12971187950200042","0","0","3.8136546184738958","8.1526393197593663","GSK3B;GSK3A","Gluconeogenesis","bioplanet"
"111","Signal transduction","2/1020","0.12228578298023829","0.13330252018566516","0","0","3.7269155206286837","7.8317197402722583","GSK3B;GSK3A","Gluconeogenesis","bioplanet"
"112","Focal adhesion","1/233","0.13121467280799082","0.14175870901577578","0","0","7.7413793103448274","15.722126507086697","GSK3B","Gluconeogenesis","bioplanet"
"113","BDNF signaling pathway","1/261","0.14587182547128588","0.15593083289490509","0","0","6.8979020979020982","13.278647441002503","GBE1","Gluconeogenesis","bioplanet"
"114","FSH regulation of apoptosis","1/263","0.14691004090924942","0.15593083289490509","0","0","6.8445523941707149","13.1274055429777","HK2","Gluconeogenesis","bioplanet"
"115","Oncostatin M","1/311","0.1714828156607924","0.18042974517352939","0","0","5.7706744868035189","10.175269999538838","HK2","Gluconeogenesis","bioplanet"
"116","Pathways in cancer","1/325","0.17852665887288219","0.18463013438990383","0","0","5.5173961840628509","9.5065692939544437","GSK3B","Gluconeogenesis","bioplanet"
"117","Axon guidance","1/325","0.17852665887288219","0.18463013438990383","0","0","5.5173961840628509","9.5065692939544437","GSK3B","Gluconeogenesis","bioplanet"
"118","Developmental biology","1/420","0.22489275794183788","0.23061037043188459","0","0","4.2458233890214796","6.3353273392188054","GSK3B","Gluconeogenesis","bioplanet"
"119","Cell cycle","1/453","0.24042888624055422","0.24446970785804251","0","0","3.9292035398230087","5.6004153138431203","GSK3B","Gluconeogenesis","bioplanet"
"120","TGF-beta regulation of extracellular matrix","1/565","0.29105390803880499","0.29347935727246166","0","0","3.1308833010960671","3.8642826265936581","GSK3A","Gluconeogenesis","bioplanet"
"121","T cell receptor regulation of apoptosis","1/603","0.30751465442285902","0.30751465442285902","0","0","2.9275143461189974","3.4522201671691719","GYS1","Gluconeogenesis","bioplanet"
