"","Term","Overlap","P-value","Adjusted P-value","Old P-value","Old Adjusted P-value","Odds Ratio","Combined Score","Genes","Source_Sheet","Source_DB"
"15","Transmission across chemical synapses","3/190","6.7965432511103664E-5","2.220204128696053E-4","0","0","52.951871657754012","508.15323617408029","SLC1A3;GLUL;GLS","Gluconeogenesis","bioplanet"
"16","Alanine, aspartate and glutamate metabolism","2/32","8.8657742357842911E-5","2.7151433597089389E-4","0","0","190.10476190476192","1773.8156714265488","GLUL;GLS","Gluconeogenesis","bioplanet"
"17","Propanoate metabolism","2/33","9.4355619188798664E-5","2.7196619648536086E-4","0","0","183.963133640553","1705.0512168868192","LDHB;LDHA","Gluconeogenesis","bioplanet"
"18","Cysteine and methionine metabolism","2/34","1.0022949748932253E-4","2.7284696538760025E-4","0","0","178.20535714285714","1640.9234871537965","LDHB;LDHA","Gluconeogenesis","bioplanet"
"19","Hexose transport","2/42","1.5354169033610977E-4","3.9597593823523046E-4","0","0","142.50714285714287","1251.4319514828514","SLC2A1;SLC2A3","Gluconeogenesis","bioplanet"
"20","Neuronal system","3/283","2.2106407720623084E-4","5.2941831234093646E-4","0","0","35.198214285714286","296.26540960330499","SLC1A3;GLUL;GLS","Gluconeogenesis","bioplanet"
"21","Metabolism of vitamins and cofactors","2/51","2.2689356243182991E-4","5.2941831234093646E-4","0","0","116.27988338192419","975.7079361806791","SLC2A1;SLC2A3","Gluconeogenesis","bioplanet"
"22","Arginine and proline metabolism","2/54","2.5447657793138006E-4","5.6678874175625552E-4","0","0","109.55494505494505","906.70978434626943","GLUL;GLS","Gluconeogenesis","bioplanet"
"23","HIF-1 transcriptional activity in hypoxia","2/66","3.8038198335644852E-4","8.1037900802025998E-4","0","0","88.959821428571431","700.49939906456052","LDHA;SLC2A1","Gluconeogenesis","bioplanet"
"24","Myc active pathway","2/85","6.3028283688298904E-4","1.2868274586361026E-3","0","0","68.53012048192771","505.02188772388456","LDHA;SLC2A1","Gluconeogenesis","bioplanet"
"25","Cell surface interactions at the vascular wall","2/94","7.7007991687957369E-4","1.5093566370839645E-3","0","0","61.798136645962735","443.03184647404476","SLC16A1;SLC16A3","Gluconeogenesis","bioplanet"
"26","Kit receptor transcriptional targets","1/5","2.24816055240216E-3","4.2369179641425321E-3","0","0","624.59375","3808.5496634307242","SLC2A1","Gluconeogenesis","bioplanet"
"27","Amino acid metabolism","2/195","3.2547398103224814E-3","5.9067500261408001E-3","0","0","29.308660251665433","167.8695410270378","GLUL;GLS","Gluconeogenesis","bioplanet"
"28","Metabolism","4/1615","3.833860410662531E-3","6.7092557186594296E-3","0","0","9.1272501551831162","50.782952370374986","LDHB;LDHA;GLUL;GLS","Gluconeogenesis","bioplanet"
"29","Carbohydrate metabolism","2/235","4.687090407192466E-3","7.9195665500838217E-3","0","0","24.228080931943595","129.93382361053654","SLC2A1;SLC2A3","Gluconeogenesis","bioplanet"
"30","Interleukin-2 signaling pathway","3/847","5.2480752354462186E-3","8.5718562178954908E-3","0","0","11.343009478672986","59.549596172411078","LDHB;SLC2A3;GLS","Gluconeogenesis","bioplanet"
"31","Hypoxia-inducible factor in the cardivascular system","1/16","7.178349711373001E-3","1.0991847995539908E-2","0","0","166.46666666666667","821.79362410534554","LDHA","Gluconeogenesis","bioplanet"
"32","Glutamate neurotransmitter release cycle","1/16","7.178349711373001E-3","1.0991847995539908E-2","0","0","166.46666666666667","821.79362410534554","GLS","Gluconeogenesis","bioplanet"
"33","Oncostatin M","2/311","8.0727839448993272E-3","1.1986861009092941E-2","0","0","18.198797965788255","87.7046823335738","LDHA;SLC16A3","Gluconeogenesis","bioplanet"
"34","Proximal tubule bicarbonate reclamation","1/23","1.0304464378507131E-2","1.48505516043191E-2","0","0","113.46022727272727","519.10074055447171","GLS","Gluconeogenesis","bioplanet"
"35","HIF-2-alpha transcription factor network","1/34","1.519926045554118E-2","2.127896463775765E-2","0","0","75.598484848484844","316.49369990079617","SLC2A1","Gluconeogenesis","bioplanet"
"36","Neurotransmitter release cycle","1/36","1.6086908285246115E-2","2.189606961047388E-2","0","0","71.271428571428572","294.33314563493832","GLS","Gluconeogenesis","bioplanet"
"37","Hemostasis pathway","2/468","1.7640279347373927E-2","2.3361451027603307E-2","0","0","11.971183323114653","48.334495348716601","SLC16A1;SLC16A3","Gluconeogenesis","bioplanet"
"38","Amino acid and oligopeptide SLC transporters","1/49","2.1839307484116888E-2","2.8161212282150724E-2","0","0","51.934895833333336","198.60131834764672","SLC1A3","Gluconeogenesis","bioplanet"
"39","Adipocytokine signaling pathway","1/67","2.9754818181739934E-2","3.7384258741160428E-2","0","0","37.736742424242422","132.63575146396252","SLC2A1","Gluconeogenesis","bioplanet"
"40","Renal cell carcinoma","1/70","3.1068520170340619E-2","3.8058937208667258E-2","0","0","36.090579710144929","125.29061959707016","SLC2A1","Gluconeogenesis","bioplanet"
"41","Transport of inorganic cations/anions and amino acids/oligopeptides","1/95","4.1954702006136844E-2","5.0140985324407444E-2","0","0","26.458776595744681","83.905140102139669","SLC1A3","Gluconeogenesis","bioplanet"
"42","TNF-alpha signaling pathway","1/101","4.4551152729863527E-2","5.1976344851507449E-2","0","0","24.86375","77.354041535408541","GLUL","Gluconeogenesis","bioplanet"
"43","Prolactin regulation of apoptosis","1/118","5.1873830207626925E-2","5.9112039073807431E-2","0","0","21.232905982905983","62.826912896138587","LDHB","Gluconeogenesis","bioplanet"
"44","Integration of energy metabolism","1/125","5.4874521634060522E-2","6.1110262728840119E-2","0","0","20.027217741935484","58.13312760621578","SLC2A1","Gluconeogenesis","bioplanet"
"45","Insulin signaling pathway","1/277","0.117984947813912","0.12847249873070415","0","0","8.9288949275362324","19.082818377413854","SLC2A1","Gluconeogenesis","bioplanet"
"46","Pathways in cancer","1/325","0.13712085421734307","0.14606351862282199","0","0","7.5875771604938276","15.075700869970223","SLC2A1","Gluconeogenesis","bioplanet"
"47","TGF-beta regulation of extracellular matrix","1/565","0.22737553151715231","0.23705108604979711","0","0","4.3056294326241131","6.3772929565534495","SLC2A1","Gluconeogenesis","bioplanet"
"48","T cell receptor regulation of apoptosis","1/603","0.24086838394878349","0.24588647528104979","0","0","4.0259551495016614","5.7309657526748783","SLC16A1","Gluconeogenesis","bioplanet"
"49","Disease","1/674","0.26551856783167127","0.26551856783167127","0","0","3.5880386329866272","4.7579922034739033","LDHB","Gluconeogenesis","bioplanet"
